s_name	s_LMA	s_Nmass	s_Pmass	s_wsg	s_dbhmax	s_hmax	s_ah	s_seedmass	s_regionalfreq	s_tlp	s_leafarea
Casearia_ulmifolia	25.606797581994673	0.03050774799999999	8.396117385090664e-4	0.6246153846153846	0.47644637999999995	38.89244823193445	0.22539464368818837	1	0.0019723865877712	-1.628075794064369	32.76284743457873
Casimirella_ampla	84.05212632199688	0.02015508416106963	7.993684767776192e-4	0.6407385034283267	0.5615236250000004	37.93315698999066	0.23562845013245085	1	0.0019723865877712	-1.715952250782433	109.41097282183308
Cecropia_distachya	47.499168764546624	0.0256	9.630693287067008e-4	0.33983503401360543	0.329882	37.896190373169304	0.30917847024534795	1	0.0019723865877712	-1.553338061806009	550
Cecropia_obtusa	109.34471771738475	0.02620585810081818	0.001111617	0.3299938333333333	0.4053948700000001	44.745438615642065	0.21781616457511083	1	0.0019723865877712	-1.525	779.3928571428571
Cecropia_palmata	85.07239915394187	0.0241624815830063	8.603311322431619e-4	0.33983503401360543	0.37738599999999994	42.31385262699675	0.2579938794747674	1	0.0019723865877712	-1.703312376216318	355.3301335858749
Cecropia_sciadophylla	71.28362763300618	0.02433150249999999	9.1e-4	0.39019124229016594	0.25631400000000004	41.6209293148953	0.2495745782194704	1	0.0019723865877712	-1.6025737814014078	651.3224850672468
Cedrela_odorata	39.860523465342276	0.03048659958833333	0.00206394718566161	0.4004292172714718	0.6717505000000001	34.161922562837	0.1917911440978121	1	0.0019723865877712	-1.7615894081941632	102.6755820750955
Chamaecrista_xinguensis	73.17391941233006	0.03673636363636363	0.00116	0.9035	0.7915525000000001	43.11889141424214	0.19526749207614577	1	0.0019723865877712	-1.7191104242251951	41.35968373628523
Chaunochiton_kappleri	105.6961725233806	0.01517522307258673	4.7532551394657206e-4	0.5218857142857143	0.446067	39.73395250268079	0.2463982179889168	1	0.0019723865877712	-1.712158561694944	125.3140807974459
Cheiloclinium_cognatum	75.16389284848798	0.01552826488888888	4.093e-4	0.6407385034283267	0.52658464	25.822217028582408	0.31767221827775804	1	0.0019723865877712	-1.671990292336992	44.73895843614665
Chimarrhis_turbinata	77.8345063363704	0.02323349374607831	7.574999999999999e-4	0.72	0.786556	41.745479036150925	0.27987234509159153	1	0.0019723865877712	-1.5970451419495593	152.49553168655785
Chrysophyllum_sparsiflorum	93.6628377776908	0.02031965321731097	6.627912108928339e-4	0.6651687242798354	0.4674006850000001	40.92291171435703	0.2262741967762812	1	0.0019723865877712	-1.676239938838359	30
Clarisia_ilicifolia	73.09397431612939	0.0272	0.00116272029247442	0.5414642857142857	0.6755643100000001	44.11496747569396	0.2735820863640369	1	0.0019723865877712	-1.7523172947784875	55.591
Clarisia_racemosa	83.595813233453	0.02364047375668384	0.00186648146472788	0.5743522664404143	0.945	49.572922440196905	0.3141823770782025	1	0.0019723865877712	-1.71247335823647	32.33308135450195
Clavija_lancifolia	82.40571276459723	0.01956170230885101	8.056924711757509e-4	0.6407385034283267	0.43576695500000007	38.12356411220632	0.2446273667211134	1	0.0019723865877712	-1.7131285759246773	78.76434828009789
Coccoloba_ascendens	79.95866754658606	0.02210324439268776	8.19641504321021e-4	0.686923076923077	0.44553596	37.08518769381132	0.22236282388463427	1	0.0019723865877712	-1.7227069197409048	106.05117797857778
Coccoloba_densifrons	68.11515755151892	0.0198065505	0.00100799217316	0.6124772878956299	0.405964095	38.796755784754765	0.2345151487238216	1	0.0019723865877712	-0.94875	88.93964416647067
Coccoloba_excelsa	81.02482626359942	0.0278	9.300572688508572e-4	0.686923076923077	0.32899999999999996	36.90090119137501	0.25006474964864867	1	0.0019723865877712	-1.4013235304759026	97.6
Coccoloba_marginata	84.87447257403504	0.02165784751009316	8.346517228139211e-4	0.686923076923077	0.4246403049999998	36.64258318233271	0.22121868625537705	1	0.0019723865877712	-1.7333312192626174	125.53553671361362
Combretum_albidum	53.79948500131201	0.0233	0.0010132956216515	0.806	0.53684413499999994	39.852911933684965	0.2453162291859232	1	0.0019723865877712	-1.7593715885193495	27.92
Compsoneura_ulei	46.596692201752845	0.02988133333333333	8.25892551949981e-4	0.6407385034283267	0.42475203499999986	44.122504691200746	0.2561928908662403	1	0.0019723865877712	-1.714713095028024	65.36149999999999
Condylocarpon_amazonicum	70.03563143644135	0.0212	8.800464816734973e-4	0.6407385034283267	0.4985244250000001	42.47225879435431	0.2579447116327989	1	0.0019723865877712	-1.613428359407182	123.02892039491012
Connarus_culionensis	89.89173291794602	0.0198195472673471	7.227819846689888e-4	0.5	0.45874999500000024	40.93883242185021	0.24505562925083577	1	0.0019723865877712	-1.7129029201695465	83.81222491004677
Connarus_fasciculatus	91.3304757290489	0.01895246455949339	6.888678227538185e-4	0.5	0.435548945	41.91254434809217	0.24339212746491737	1	0.0019723865877712	-1.7270604215375618	81.34622945953306
