iter	sum1	sum10	sum30	ba	ba10	agb	gpp	npp	rday	rnight	rstem	litterfall
2337	5154.25	441	72.25	24.9499	21.0389	282350	0.0872582	0.0278803	0	0.0226106	0.0060149	0.00549224
2338	5159.25	441	72.25	24.9512	21.0396	282360	0.0884608	0.0296105	0	0.0220066	0.00585073	0.00549332
2339	5164.25	441	72.25	24.9523	21.0401	282370	0.0732784	0.0205234	0	0.0209716	0.00557406	0.00549433
2340	5167.75	441	72.25	24.9531	21.0408	282379	0.0909032	0.0302334	0	0.022739	0.00605653	0.00549528
2341	5167.5	441	72.25	24.9545	21.0416	282392	0.0859818	0.0269995	0	0.0226024	0.00601528	0.00549623
2342	5167.75	441	72.25	24.9554	21.0423	282401	0.0764667	0.0214933	0	0.0218187	0.00580979	0.00549704
2343	5168.5	441	72.25	24.9548	21.043	282399	0.0933258	0.0313057	0	0.0231535	0.00617989	0.00549722
2344	5170.25	441	72.25	24.9559	21.0436	282409	0.0892804	0.0282177	0	0.0233337	0.00622363	0.0054981
2345	5171.75	441	72.25	24.9566	21.0442	282418	0.0936144	0.0296043	0	0.0244439	0.00653369	0.00549871
2346	5169.75	441.25	72.25	24.9576	21.0468	282428	0.0923816	0.029418	0	0.0239931	0.00639995	0.00549952
2347	5174.75	441.25	72.25	24.9584	21.0475	282437	0.0846068	0.0253423	0	0.0230782	0.0061399	0.00550022
2348	5173.5	441.25	72.25	24.9589	21.048	282444	0.0863059	0.0258577	0	0.0235284	0.00626952	0.00550098
2349	5173.25	441.25	72.25	24.9587	21.0487	282450	0.0934179	0.0291827	0	0.0246413	0.00658173	0.00550168
2350	5173.75	441.25	72.25	24.9599	21.0493	282460	0.089904	0.0283379	0	0.0235585	0.0062707	0.00550241
2351	5176.25	441.25	72.25	24.961	21.05	282470	0.0946141	0.0302155	0	0.0245152	0.0065377	0.00550312
2352	5176.5	441.25	72.25	24.962	21.0506	282480	0.0952384	0.0301424	0	0.024863	0.00662971	0.00550379
2353	5177.75	441.25	72.25	24.9632	21.0513	282490	0.0977182	0.0313609	0	0.0252141	0.00672303	0.00550449
2354	5175.5	441.25	72.25	24.9642	21.0519	282499	0.0913066	0.0275606	0	0.0247615	0.00658548	0.00550515
2355	5176.5	441.25	72.25	24.9651	21.0526	282509	0.0944532	0.029974	0	0.0246209	0.00654065	0.00550582
2356	5177	441.25	72.25	24.9646	21.0531	282512	0.087448	0.0262248	0	0.0238505	0.00631847	0.00550642
2357	5175	441.25	72.25	24.9657	21.0538	282522	0.0936323	0.0300793	0	0.0241665	0.00640732	0.00550706
2358	5173.25	441.25	72.25	24.965	21.0545	282526	0.096706	0.031487	0	0.0246712	0.00654255	0.00550766
2359	5172.25	441.25	72.25	24.9661	21.0552	282536	0.0949433	0.0302222	0	0.0246981	0.00654337	0.0055083
2360	5170.25	441	72.25	24.9646	21.0533	282533	0.0897579	0.0275168	0	0.024081	0.00636499	0.00550852
2361	5171.25	441	72.25	24.9648	21.054	282528	0.0982961	0.0320465	0	0.0250532	0.00663577	0.00550917
2362	5170.5	441	72.25	24.966	21.0547	282540	0.0968044	0.0314448	0	0.0247616	0.00654525	0.00550981
2363	5169	441	72.25	24.9661	21.0553	282545	0.08285	0.0255872	0	0.0221214	0.00581835	0.00551037
2364	5169.25	441	72.25	24.9668	21.0559	282555	0.0791353	0.0239037	0	0.0214904	0.00565974	0.00551093
2365	5170.25	441	72.25	24.9677	21.0566	282564	0.0902973	0.0297333	0	0.0228307	0.00602455	0.00551155
2366	5170	441.25	72.25	24.9689	21.0594	282577	0.0858366	0.0274931	0	0.0222364	0.00586046	0.00551212
2367	5169	441.25	72.25	24.9703	21.0602	282589	0.0810644	0.0250671	0	0.0216113	0.00570097	0.00551276
2368	5169.25	441.25	72.25	24.9715	21.0609	282600	0.095864	0.0322809	0	0.0237357	0.00628254	0.00551343
2369	5167.75	441	72.25	24.9691	21.0589	282592	0.0960942	0.0307538	0	0.0248818	0.00659496	0.00551334
2370	5167.25	441	72.25	24.9702	21.0596	282603	0.0974688	0.0319231	0	0.0247461	0.00655021	0.00551398
2371	5168	441	72.25	24.9695	21.0603	282600	0.095867	0.0307701	0	0.0247726	0.00655072	0.00551418
2372	5168	441	72.25	24.969	21.0608	282604	0.0753771	0.0201324	0	0.0222818	0.00586356	0.00551447
2373	5169	441	72.25	24.9702	21.0615	282614	0.0907079	0.029745	0	0.0230213	0.00607074	0.00551513
2374	5169.25	441	72.25	24.9714	21.0621	282625	0.094999	0.0299075	0	0.0249466	0.00659805	0.0055158
2375	5165.75	441	72.25	24.9722	21.0629	282635	0.0866461	0.0261665	0	0.0235335	0.00619971	0.00551644
2376	5162.5	441	72.25	24.9729	21.0638	282646	0.0847176	0.0255378	0	0.0230388	0.0060728	0.00551691
2377	5163	440.75	72	24.9342	21.0252	282183	0.0924935	0.0289785	0	0.0243873	0.0064479	0.00550762
2378	5161.25	440.5	72	24.9289	21.0194	282099	0.0934211	0.0307869	0	0.023606	0.00622492	0.00550603
2379	5175.25	440.5	72	24.9304	21.0201	282109	0.0782977	0.0224596	0	0.0220848	0.00580877	0.005507
2380	5179.75	440.5	72	24.9304	21.0208	282116	0.073458	0.0214976	0	0.0204218	0.00538255	0.00550735
2381	5179.75	440.5	72	24.9303	21.0212	282120	0.0635035	0.0135197	0	0.0211258	0.0055723	0.00550791
2382	5179.25	440.75	72	24.931	21.0238	282129	0.087351	0.027547	0	0.0229099	0.00605494	0.00550837
2383	5180.5	440.75	72	24.9321	21.0245	282139	0.09253	0.0297753	0	0.0238555	0.00631275	0.00550907
2384	5180.75	440.75	72	24.933	21.0252	282149	0.0865621	0.0278568	0	0.0223296	0.00589064	0.00550965
2385	5181.25	440.75	72	24.9331	21.0259	282157	0.0951076	0.0310814	0	0.0241952	0.00640222	0.00551019
2386	5180	440.75	72	24.9339	21.0266	282167	0.100677	0.0337491	0	0.0250273	0.00662873	0.00551076
2387	5180	440.75	72	24.9352	21.0273	282178	0.0974333	0.0316802	0	0.0248992	0.00658385	0.00551145
2388	5178.75	440.75	72	24.9366	21.0281	282190	0.101845	0.0340103	0	0.025412	0.00672305	0.0055121
2389	5176.5	440.75	72	24.9378	21.0288	282201	0.0998521	0.0323348	0	0.0256076	0.00677077	0.00551278
2390	5176	441	72	24.9392	21.0316	282213	0.100528	0.0332583	0	0.0253093	0.00667844	0.00551345
2391	5175.5	441	72	24.9399	21.0322	282222	0.0966208	0.0304908	0	0.0253389	0.00667925	0.00551383
2392	5174.75	441	72	24.9402	21.0329	282229	0.0898672	0.0294981	0	0.0228159	0.00597877	0.00551448
2393	5173	440.75	72	24.939	21.0313	282231	0.0878421	0.0287452	0	0.0223659	0.00585588	0.00551463
2394	5172	440.75	72	24.9398	21.032	282241	0.0983134	0.0325828	0	0.0247335	0.00649818	0.00551519
2395	5171.75	440.75	72	24.94	21.0328	282249	0.10005	0.0320581	0	0.0259118	0.00682206	0.00551593
2396	5172.5	440.75	72	24.9414	21.0335	282261	0.100574	0.0328789	0	0.0256111	0.00672903	0.00551675
2397	5172	440.75	72	24.9423	21.0342	282270	0.0936086	0.0282168	0	0.0254762	0.00668345	0.00551747
2398	5172	440.75	72	24.9429	21.0349	282278	0.0990394	0.0319892	0	0.0254971	0.00668412	0.00551822
2399	5170.5	440.75	72	24.9441	21.0356	282289	0.098743	0.031011	0	0.0260213	0.00682547	0.00551898
2400	5170.25	440.75	72	24.9448	21.0363	282298	0.0999708	0.0310917	0	0.0265481	0.00696972	0.00551969
2401	5170.5	440.75	72	24.9454	21.037	282307	0.101856	0.0318747	0	0.0269118	0.00706784	0.00552189
2402	5168.5	440.75	72	24.9465	21.0378	282318	0.101079	0.0317981	0	0.0266041	0.00697144	0.0055292
2403	5168.75	440.75	72	24.9464	21.0385	282325	0.0983104	0.0298285	0	0.0266326	0.00697224	0.00554542
2404	5168	440.75	72	24.9476	21.0391	282336	0.0998157	0.0306001	0	0.0268258	0.00702159	0.00558767
2405	5167.75	440.75	72	24.9487	21.0399	282346	0.100712	0.0304356	0	0.0273604	0.00716996	0.00831716
2406	5167	440.75	72	24.9499	21.0405	282357	0.101642	0.029514	0	0.0284156	0.00747539	0.0135005
2407	5164.5	440.75	72	24.951	21.0412	282367	0.102022	0.0292269	0	0.0287884	0.00758065	0.0117152
2408	5159.5	440.75	72	24.9493	21.0418	282369	0.0985386	0.0278022	0	0.0281215	0.00737386	0.0175021
2409	5161.25	440.75	72	24.9501	21.0423	282377	0.0958741	0.0246102	0	0.0290119	0.00763472	0.011875
2410	5160.25	440.75	72	24.9496	21.043	282381	0.0967101	0.0282604	0	0.0269658	0.00702593	0.0220481
2411	5159.5	440.75	72	24.95	21.0436	282389	0.094107	0.0298553	0	0.0246605	0.00637682	0.00555608
2412	5160	440.75	72	24.9512	21.0443	282400	0.0907539	0.0286681	0	0.0238769	0.00616035	0.00546701
2413	5159	440.75	72	24.9522	21.0449	282409	0.0820623	0.0244362	0	0.0226193	0.00582874	0.00542881
2414	5157	440.75	72	24.9534	21.0456	282420	0.0979822	0.0318371	0	0.0251538	0.00651299	0.00541389
2415	5155.75	440.75	72	24.9547	21.0463	282431	0.0938458	0.0303391	0	0.024213	0.00624846	0.00541477
2416	5155.75	440.75	72	24.9552	21.047	282440	0.0963256	0.0298852	0	0.0256999	0.00665144	0.00541599
2417	5155	440.75	72	24.9562	21.0476	282449	0.0865203	0.0244605	0	0.0247385	0.00638126	0.00541745
2418	5153.25	440.75	72	24.9557	21.0484	282453	0.101957	0.0335719	0	0.0258688	0.00669885	0.00541839
2419	5151	440.75	72	24.9566	21.049	282463	0.0844224	0.0239326	0	0.0241021	0.00620792	0.0054199
2420	5148	440.75	72	24.9579	21.0497	282474	0.1025	0.0331945	0	0.026381	0.00684121	0.00542145
2421	5145.25	440.75	72	24.9593	21.0506	282487	0.105634	0.0353409	0	0.0264183	0.00684213	0.00542304
2422	5144.75	440.5	72	24.9563	21.0472	282474	0.0991433	0.0317585	0	0.0257786	0.00665497	0.00542367
2423	5143.25	440.75	72	24.957	21.0499	282484	0.0967108	0.0295271	0	0.0261432	0.00674869	0.00542527
2424	5138	440.75	72	24.9576	21.0506	282494	0.104035	0.0328608	0	0.0273509	0.00708503	0.0054269
2425	5136.5	440.75	72	24.959	21.0514	282506	0.105609	0.0336684	0	0.0275534	0.0071353	0.0054286
2426	5134.75	440.75	72	24.959	21.0522	282512	0.105523	0.0320139	0	0.0286271	0.0074391	0.00542977
2427	5130	441	72	24.9603	21.0549	282524	0.107028	0.0340714	0	0.0279594	0.00723665	0.00543146
2428	5130.5	441	72	24.9616	21.0557	282536	0.105389	0.0331438	0	0.02782	0.0071877	0.00543331
2429	5129.5	441	72	24.963	21.0565	282548	0.104524	0.0327534	0	0.0276816	0.00713903	0.00543558
2430	5127.5	441	72	24.9644	21.0573	282561	0.107136	0.0342869	0	0.0278839	0.00718969	0.00544084
2431	5122.25	441	72	24.9657	21.0581	282573	0.108694	0.0350777	0	0.0280899	0.00724074	0.00544984
2432	5122.5	441	72	24.9671	21.0588	282585	0.105053	0.0319644	0	0.0284784	0.00734289	0.00559382
2433	5120.5	441	72	24.9677	21.0596	282594	0.104993	0.0305746	0	0.0293866	0.0076028	0.00640639
2434	5118.75	441	72	24.969	21.0603	282606	0.107369	0.0322007	0	0.0294124	0.00760378	0.0110855
2435	5116.75	441	72	24.9698	21.061	282617	0.107804	0.0324648	0	0.0294455	0.00760473	0.00696286
2436	5114.5	441	72	24.9706	21.0618	282626	0.105061	0.0305117	0	0.0294756	0.00760571	0.00635477
2437	5112	441	72	24.9699	21.0624	282628	0.101337	0.0294648	0	0.0284397	0.00729638	0.0148554
2438	5109.75	441	72	24.9706	21.0631	282637	0.0973089	0.0304348	0	0.025882	0.00657657	0.0432421
2439	5107	441.25	72	24.9718	21.0658	282648	0.105684	0.032184	0	0.0286603	0.00734881	0.0329469
2440	5106.25	441.25	72	24.9721	21.0665	282656	0.107468	0.0323346	0	0.0294009	0.00755631	0.0240937
2441	5104.5	441.25	72	24.9735	21.0673	282668	0.109533	0.0339999	0	0.029259	0.00750508	0.051564
2442	5104.5	441.5	72	24.9748	21.0701	282680	0.110939	0.0341352	0	0.0298324	0.00766384	0.00653846
2443	5101.25	441.5	72	24.9758	21.0708	282690	0.109487	0.0322617	0	0.0304146	0.00782592	0.0498827
2444	5099.75	441.5	72	24.9752	21.0716	282693	0.111887	0.0325219	0	0.0313624	0.00810273	0.0241591
2445	5095.5	441.5	72	24.9763	21.0722	282704	0.109526	0.030546	0	0.0315887	0.00816018	0.0154687
2446	5092.25	441.5	72	24.9769	21.073	282711	0.108692	0.0310166	0	0.0308971	0.00793793	0.0134308
2447	5090.5	441.5	72	24.9783	21.0738	282724	0.10976	0.036248	0	0.0278958	0.00705645	0.0165089
2448	5087.75	441.5	72	24.9797	21.0746	282737	0.107201	0.0354361	0	0.0272421	0.00686451	0.00498131
2449	5085	441.5	72	24.9809	21.0754	282749	0.105034	0.0333525	0	0.0276367	0.00696135	0.00493801
2450	5083.75	441.75	72	24.9823	21.0782	282761	0.108658	0.0347977	0	0.0283795	0.00715805	0.00492882
2451	5082.75	441.75	72	24.9832	21.079	282772	0.112734	0.0327316	0	0.0316823	0.00811037	0.00498868
2452	5080.5	441.75	72.25	24.9845	21.0797	282784	0.112743	0.0326869	0	0.0317238	0.00811149	0.00511323
2453	5078.25	441.75	72.25	24.9858	21.0804	282794	0.113181	0.0343223	0	0.0308451	0.00783626	0.0136771
2454	5077.25	441.75	72.25	24.987	21.0812	282806	0.116365	0.0354012	0	0.031615	0.0080574	0.0116569
2455	5074.25	441.75	72.25	24.9884	21.082	282818	0.11569	0.0345985	0	0.0318437	0.00811463	0.0693403
2456	5072.75	441.75	72.25	24.9897	21.0828	282830	0.114441	0.0331105	0	0.032262	0.00822905	0.00943319
2457	5070	441.75	72.25	24.991	21.0835	282841	0.112167	0.0317527	0	0.0321186	0.00817333	0.00661498
2458	5066.25	441.75	72.25	24.9921	21.0842	282852	0.1096	0.0296309	0	0.0323463	0.00823125	0.00723919
2459	5062.75	441.75	72.25	24.9929	21.0849	282862	0.111827	0.0336402	0	0.0307147	0.00773433	0.00671308
2460	5060.25	441.75	72.25	24.9943	21.0858	282875	0.117108	0.0358963	0	0.0316807	0.00800821	0.0102076
2461	5058.75	441.75	72.25	24.9956	21.0866	282887	0.10279	0.0333052	0	0.0266779	0.00659646	0.00477994
2462	5055.5	441.75	72.25	24.9969	21.0874	282900	0.109302	0.0367964	0	0.0274062	0.00678284	0.00476652
2463	5052.5	441.75	72.25	24.9982	21.0882	282912	0.113052	0.0356606	0	0.0299625	0.00747518	0.00482846
2464	5048.25	441.75	72.25	24.9973	21.0889	282913	0.117237	0.0357765	0	0.0318557	0.00801266	0.0126942
2465	5044.25	441.5	72.25	24.9962	21.0876	282914	0.118757	0.0359601	0	0.0324461	0.00818166	0.00693518
2466	5041.5	441	72.25	24.9894	21.081	282885	0.116627	0.037214	0	0.0306183	0.00763299	0.0129098
2467	5038.5	441	72.25	24.9909	21.0818	282898	0.117624	0.0370355	0	0.0312144	0.00779456	0.0157702
2468	5037.25	441	72.25	24.9923	21.0826	282910	0.116422	0.0355835	0	0.031633	0.00790459	0.0143478
2469	5036.5	441	72.25	24.9936	21.0834	282923	0.112516	0.0344725	0	0.0305526	0.00758369	0.00999005
2470	5033.75	441.25	72.25	24.995	21.0863	282936	0.116731	0.0370946	0	0.0307783	0.00763753	0.00936105
2471	5029	441.25	72.25	24.9964	21.0871	282949	0.117718	0.0374607	0	0.0310016	0.00769183	0.00697692
2472	5025.75	441.25	72.25	24.9978	21.088	282962	0.112097	0.0348521	0	0.0301191	0.00743098	0.00700637
2473	5022.25	441	72.25	24.9951	21.0852	282945	0.0731875	0.0171071	0	0.0236706	0.00575033	0.00470195
2474	5021	441	72.25	24.9951	21.086	282954	0.102821	0.0341356	0	0.0261876	0.0063806	0.00470143
2475	5021.25	441.25	72.25	24.9962	21.0889	282967	0.115119	0.0403875	0	0.0278022	0.00679222	0.00470202
2476	5020.5	441.25	72.25	24.9978	21.0898	282981	0.117693	0.0400106	0	0.0292922	0.0071807	0.00470295
2477	5019.25	441.25	72.25	24.9992	21.0906	282994	0.10879	0.0342735	0	0.0289692	0.00708302	0.00470438
2478	5015.75	441.25	72.25	25.0006	21.0915	283007	0.114237	0.0377851	0	0.0291733	0.00713332	0.00471143
2479	5015.25	441.25	72.25	25.0021	21.0924	283021	0.117509	0.0381236	0	0.0305006	0.00748915	0.00471884
2480	5012.25	441	72.25	24.9972	21.0868	282990	0.120483	0.0401661	0	0.0305324	0.00748923	0.00472979
2481	5010	441	72.25	24.9986	21.0878	283004	0.122466	0.0398317	0	0.0316988	0.00780857	0.00475331
2482	5008	441	72.25	25.0001	21.0887	283018	0.121566	0.0383052	0	0.0323104	0.00797399	0.00479728
2483	5003.75	441	72.25	25.0009	21.0896	283030	0.117111	0.0376679	0	0.0306468	0.00749288	0.00572339
2484	5002.25	441	72.25	25.0016	21.0903	283040	0.115777	0.0372489	0	0.0303047	0.00739074	0.0157648
2485	5000.75	441	72.25	25.0015	21.0912	283045	0.123187	0.0396039	0	0.0322151	0.00792186	0.0217545
2486	4998.75	441	72.25	25.0014	21.0921	283053	0.118841	0.036813	0	0.0320553	0.00786784	0.00864286
2487	4998.5	441	72.25	25.0027	21.0929	283066	0.116599	0.0349239	0	0.0322805	0.00792377	0.0156183
2488	4998	441	72.25	25.0042	21.0937	283079	0.108248	0.0371691	0	0.0267795	0.00643701	0.00472099
2489	4997	441	72.25	25.0059	21.0947	283094	0.119705	0.0406419	0	0.0298911	0.00724313	0.00470985
2490	4994.25	441	72.25	25.0074	21.0955	283107	0.117816	0.0373379	0	0.0312432	0.00760452	0.00474969
2491	4990.5	441	72.25	25.0087	21.0964	283119	0.120999	0.0381129	0	0.0322279	0.00787392	0.0119531
2492	4988.75	441	72.25	25.0099	21.0973	283132	0.123559	0.0387224	0	0.0330246	0.00809632	0.0065702
2493	4987.75	440.75	72	24.9829	21.0704	282567	0.124697	0.0378059	0	0.0341715	0.00843131	0.00903919
2494	4983.75	440.75	72	24.9831	21.0713	282575	0.121052	0.0375378	0	0.0326531	0.00797758	0.00701054
2495	4986.5	440.5	72	24.9802	21.0689	282555	0.109004	0.0285102	0	0.0330734	0.00808972	0.00920696
2496	4986.5	440.5	72	24.9816	21.0698	282568	0.121585	0.0378577	0	0.0326935	0.0079792	0.00777183
2497	4985	440.5	72	24.9828	21.0706	282580	0.118429	0.0361841	0	0.0323456	0.00787051	0.0164467
2498	4982.5	440.5	72	24.9834	21.0714	282592	0.104514	0.0322165	0	0.0284324	0.0068053	0.0185787
2499	4981.5	440.5	72	24.9843	21.0719	282600	0.0836435	0.0222787	0	0.0252324	0.00600788	0.00468376
2500	4978.75	440.5	72	24.9855	21.0728	282614	0.113677	0.0391819	0	0.028039	0.0067131	0.00467906
2501	4979	440.5	72	24.9871	21.0737	282628	0.117951	0.0399667	0	0.0295558	0.007097	0.00467766
2502	4977.5	440.5	72	24.9883	21.0746	282641	0.11897	0.0381511	0	0.0312832	0.00755507	0.00469583
2503	4975.75	440.25	72	24.9877	21.0734	282641	0.113167	0.0376255	0	0.0288813	0.00690493	0.00469172
2504	4975	440.25	72	24.9894	21.0743	282655	0.118316	0.0390224	0	0.0303884	0.00729984	0.00470862
2505	4972.75	440.25	72	24.9898	21.0752	282664	0.115539	0.0364951	0	0.0307938	0.00740287	0.0047528
2506	4971.25	440.25	72	24.9912	21.076	282677	0.110827	0.0348318	0	0.0296873	0.0071024	0.0106029
2507	4968.5	440	71.75	24.9644	21.0504	282260	0.120333	0.0387778	0	0.0315235	0.00759424	0.0054554
2508	4965.5	440	71.75	24.9649	21.0512	282270	0.108935	0.0332736	0	0.0298575	0.00713602	0.00572268
2509	4972.5	439.75	71.75	24.9618	21.0476	282247	0.0880654	0.0211589	0	0.0281884	0.00670457	0.0047208
2510	4970.25	439.75	71.75	24.963	21.0484	282260	0.120649	0.0398357	0	0.0309517	0.00743979	0.00629248
2511	4969.25	439.75	71.75	24.9642	21.0493	282273	0.120028	0.036805	0	0.0327213	0.00791986	0.00554151
2512	4968.25	439.75	71.75	24.9654	21.0502	282285	0.114735	0.0358966	0	0.0308348	0.00739059	0.00667038
2513	4965.5	439.75	71.75	24.9667	21.051	282299	0.119229	0.0367648	0	0.0323783	0.00781313	0.00573626
2514	4964.25	439.75	71.75	24.9681	21.0519	282311	0.112663	0.0338477	0	0.0312515	0.007496	0.00557241
2515	4961.75	439.75	71.75	24.9689	21.0528	282323	0.111159	0.0363576	0	0.028816	0.0068509	0.00477661
2516	4961	440	71.75	24.9704	21.0556	282336	0.104887	0.033292	0	0.0279104	0.00661859	0.00476876
2517	4961	440	71.75	24.9711	21.0565	282347	0.116886	0.0376262	0	0.0306852	0.0073448	0.00480826
2518	4958.75	440	71.75	24.9725	21.0573	282359	0.116985	0.0357012	0	0.0320443	0.00771118	0.00790874
2519	4957.5	440	71.75	24.9733	21.0581	282370	0.106154	0.0320119	0	0.0294048	0.00699892	0.00614861
2520	4956.25	440	71.75	24.9736	21.0587	282378	0.0869088	0.0243238	0	0.0254328	0.0060098	0.00479853
2521	4955.5	440	71.75	24.9748	21.0597	282391	0.114315	0.0377626	0	0.0293595	0.00700047	0.00479608
2522	4954.25	440	71.75	24.9755	21.0605	282399	0.114745	0.0355559	0	0.0310736	0.0074522	0.00480177
2523	4953.25	440	71.75	24.9769	21.0614	282413	0.109184	0.0357407	0	0.028291	0.00671726	0.00480771
2524	4953	440	71.75	24.9783	21.0623	282426	0.100688	0.0305995	0	0.0277401	0.00658006	0.00481428
2525	4952.5	440	71.75	24.9799	21.0633	282441	0.106062	0.0354195	0	0.0270013	0.00640101	0.00482294
2526	4951.25	440	72	24.9812	21.0642	282455	0.102607	0.0332762	0	0.0268097	0.00635783	0.00483159
2527	4950.5	440	72	24.9824	21.065	282466	0.0900942	0.0273208	0	0.0248745	0.005892	0.00484023
2528	4949.5	440	72	24.9832	21.0657	282477	0.0872448	0.0248805	0	0.02519	0.00597492	0.0048487
2529	4945.75	440	72	24.9822	21.0667	282485	0.0990589	0.0326612	0	0.025506	0.00605877	0.00485707
2530	4946	440	72	24.9787	21.0658	282462	0.0973101	0.0317265	0	0.025299	0.00601682	0.00486436
2531	4946.5	440	72	24.9799	21.0665	282473	0.0854976	0.0245018	0	0.0245878	0.00585316	0.0048729
2532	4945.75	440	72	24.981	21.0673	282485	0.0890786	0.0265335	0	0.0248983	0.00593545	0.00488132
2533	4944.25	440	72	24.9824	21.0683	282499	0.104952	0.0341247	0	0.0273158	0.00654103	0.00488968
2534	4944	440	72	24.9837	21.0691	282511	0.0906059	0.0271597	0	0.025197	0.00601997	0.00489809
2535	4943.75	440	72	24.9844	21.0696	282519	0.0772931	0.0181808	0	0.0249951	0.00597908	0.00490637
2536	4942	440.25	72	24.9856	21.0725	282533	0.100294	0.0327508	0	0.0259976	0.00623334	0.00491458
2537	4941.75	440.25	72	24.9869	21.0735	282546	0.095099	0.0308773	0	0.0247798	0.00593903	0.00492285
2538	4941.75	440.25	72	24.9882	21.0744	282560	0.0981523	0.0318117	0	0.0256057	0.00614934	0.00493095
2539	4939.75	440.25	72	24.9891	21.0753	282572	0.115438	0.0400701	0	0.0282299	0.0068241	0.00493916
2540	4939.75	440.25	72	24.9898	21.0762	282585	0.0979169	0.0311409	0	0.0259556	0.00623692	0.00494695
2541	4939.5	440.25	72	24.9901	21.0767	282590	0.0691051	0.0161392	0	0.0224137	0.00539284	0.00495494
2542	4941.25	440.25	72	24.9918	21.0777	282606	0.0967644	0.0321387	0	0.0246906	0.00594273	0.00496305
2543	4942.25	440.25	72	24.9925	21.0781	282612	0.0677783	0.0146161	0	0.0228429	0.00550736	0.00497106
2544	4940	440.25	72	24.9899	21.0781	282604	0.0452154	0.00285477	0	0.021538	0.00521032	0.0049787
2545	4939.25	440.25	72	24.9912	21.0791	282619	0.100689	0.0345092	0	0.0249327	0.00602654	0.00498644
2546	4937.75	440.5	72	24.9919	21.0816	282626	0.0724435	0.0174824	0	0.0230791	0.00558498	0.00499428
2547	4937.5	440.5	72	24.992	21.0816	282627	0.0467822	0.00327202	0	0.021768	0.00528398	0.00500205
2548	4939.75	440.5	72	24.9933	21.0825	282642	0.0946809	0.0316332	0	0.0239984	0.00582227	0.00500976
2549	4939.75	440.5	72	24.9945	21.0834	282654	0.0923113	0.0297726	0	0.024133	0.00586351	0.0050174
2550	4939.5	440.5	72	24.9943	21.0834	282654	0.0343798	0.000308947	0	0.0207525	0.00506984	0.00502487
2551	4938.75	440.5	72	24.9943	21.0838	282658	0.0688894	0.0156389	0	0.0225961	0.00550925	0.0050322
2552	4939.5	440.25	72	24.9906	21.0805	282649	0.0463928	0.00338699	0	0.0211493	0.00517589	0.0050396
2553	4940.5	440.25	72	24.9915	21.0812	282661	0.100009	0.0336198	0	0.0251657	0.0061548	0.00504684
2554	4943	440.25	72	24.9927	21.0821	282673	0.10704	0.0377854	0	0.0256841	0.00628488	0.00505414
2555	4961.5	440.25	72	24.9943	21.0829	282686	0.104764	0.0354185	0	0.026221	0.00641787	0.00506159
2556	4973	440.25	72	24.996	21.0838	282699	0.0976489	0.0324314	0	0.0248512	0.00607255	0.0050688
2557	4976	440.5	72	24.9967	21.0863	282706	0.0765601	0.0203625	0	0.0230087	0.00562745	0.00507576
2558	4980.5	440.5	72	24.9973	21.0866	282711	0.0613327	0.0121337	0	0.0213929	0.00525091	0.00508285
2559	4981.75	440.5	72	24.997	21.0868	282712	0.0563951	0.00765539	0	0.0223004	0.00547392	0.00508983
2560	4981.5	440.5	72	24.9977	21.0876	282723	0.107741	0.0381684	0	0.0257315	0.00633151	0.00509663
2561	4988.5	440.5	72	24.9988	21.0883	282733	0.0810701	0.0228986	0	0.0234189	0.00574678	0.00510337
2562	4989.25	440.5	72	24.9987	21.0883	282734	0.0455457	0.00328697	0	0.0208613	0.00514391	0.00511007
2563	4984.5	440.5	72	24.9957	21.0886	282731	0.0583494	0.00999573	0	0.0214424	0.0052881	0.00511652
2564	4983	440.5	72	24.9962	21.0894	282741	0.0890731	0.0279019	0	0.0238005	0.00586742	0.00512307
2565	4987	440.5	72	24.9978	21.0903	282755	0.103638	0.035945	0	0.0252657	0.00624572	0.00512977
2566	4992	440.5	72	24.9988	21.0909	282764	0.075423	0.0200451	0	0.022637	0.00559094	0.00513633
2567	4994.25	440.5	72	25.0003	21.0918	282778	0.103	0.0347969	0	0.025741	0.00637827	0.00514276
2568	4996.25	440.25	71.75	24.9275	21.0204	281816	0.10904	0.0386451	0	0.0260002	0.00644083	0.00514222
2569	4995	440.25	71.75	24.9288	21.0212	281828	0.105936	0.034923	0	0.027065	0.00671536	0.00514853
2570	5012.75	440.25	71.75	24.9305	21.022	281840	0.0999595	0.0334842	0	0.0251918	0.0062232	0.00515526
2571	5014.75	440.25	71.75	24.9297	21.0224	281841	0.0717305	0.0173745	0	0.02272	0.00560929	0.00516114
2572	5016	440.5	71.75	24.9311	21.0253	281854	0.0886878	0.027826	0	0.0236535	0.00584773	0.00516724
2573	5017	440.5	71.75	24.9318	21.0257	281861	0.0661079	0.0150971	0	0.0215544	0.00534445	0.00517327
2574	5018.5	440.5	71.75	24.9325	21.0266	281873	0.0991227	0.0337699	0	0.02457	0.00609675	0.00517916
2575	5018	440.5	71.75	24.9334	21.0275	281884	0.0944331	0.0309788	0	0.0242335	0.00601365	0.00518496
2576	5020	440.5	71.75	24.9351	21.0285	281899	0.0934606	0.0312842	0	0.0235475	0.00585006	0.00519082
2577	5022	440.5	71.75	24.9368	21.0295	281913	0.0956554	0.0316682	0	0.0243339	0.00605723	0.00519661
